nl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
genees-	provide	1	1	1	1	1	1	1	0	1
zionistisch	be	0	1	0	0	0	0	1	0	1
aandeelhouders	play	1	1	1	1	1	1	1	0	1
codes	code	1	1	0	1	0	1	1	0	0
vliegbrevetten	aim	0	0	0	1	1	0	1	0	1
codex	code	1	1	0	1	0	1	1	0	0
Laois	fear	-1	0	-1	0	-1	0	1	0	-1
bevolkingslagen	work	1	1	1	1	0	1	1	0	1
postmodernisme	involve	0	0	0	0	1	1	1	0	0
koord	study	1	0	1	1	1	1	1	0	1
uitgangsstoffen	term	1	1	0	1	1	1	0	0	0
protesteer	protest	1	0	1	1	0	1	1	0	1
faalde	fail	0	0	-1	-1	-1	0	1	-1	-1
bestellingen	order	0	0	0	-1	0	0	1	0	0
fraudezaak	reveal	0	0	0	1	0	1	1	0	0
tegengaan	combat	0	0	0	-1	0	1	1	0	0
handje	hand	1	1	0	1	1	1	1	0	1
openlijker	open	1	1	1	1	0	0	1	0	1
Murcia	suffer	-1	1	-1	0	-1	-1	1	0	-1
vliegwerk	have	1	1	1	0	0	1	1	0	1
werktuig	become	0	0	0	0	0	0	1	0	0
instroom	flow	0	0	0	0	0	0	1	0	0
tegengaat	prevent	0	0	0	-1	0	1	1	-1	0
Biscuits	fail	0	0	-1	-1	-1	0	1	-1	-1
mijnbouwondernemingen	mine	0	0	0	1	0	1	1	0	0
mede-ondertekenaar	include	1	1	1	1	1	1	1	1	0
brandstofverbruikgids	fuel	0	0	0	1	1	1	1	0	1
voelbare	feel	1	1	1	0	0	0	1	0	1
samenwerkingsvoorstellen	finance	1	1	1	1	1	1	1	0	1
verslag-Camisón	report	0	0	-1	1	0	0	1	0	-1
Sirenestructuur	have	1	1	1	0	0	1	1	0	1
ontwikkelingsmotor	support	1	1	1	1	0	1	1	1	1
ontdubbelen	divide	0	-1	0	-1	0	1	0	-1	0
vellen	make	0	0	0	1	0	0	1	0	0
octrooihinderlagen	ambush	0	0	-1	-1	0	1	0	-1	0
hokjes	be	0	1	0	0	0	0	1	0	1
Ecofin	meet	0	1	1	1	1	1	1	0	1
veldonderzoek	field	0	0	1	1	1	1	1	0	0
essay	happen	0	0	0	0	0	0	-1	0	0
immigratiebeheer	manage	1	1	1	1	1	1	1	0	1
controlenorm	control	1	0	1	0	1	1	1	0	1
boekenaanbod	book	0	0	1	1	1	1	1	0	1
uitgaan	be	0	1	0	0	0	0	1	0	1
krach	crash	0	-1	0	-1	0	1	1	-1	0
results	result	0	0	0	0	1	0	1	0	0
wegvalt	be	0	1	0	0	0	0	1	0	1
uitgaat	be	0	1	0	0	0	0	1	0	1
Sovjetregime	compare	0	0	0	0	0	1	1	0	0
IT-netwerken	increase	1	1	0	1	0	1	1	0	1
lofuitingen	praise	1	1	1	1	1	1	1	1	1
proefpersonen	subject	0	0	1	1	0	1	1	0	1
ongenuanceerd	aim	0	0	0	1	1	0	1	0	1
CPV	time	0	0	1	0	1	0	1	0	1
galgenhumor	involve	0	0	0	0	1	1	1	0	0
GATT-akkoorden	make	0	0	0	1	0	0	1	0	0
stressbestendigheid	stress	0	0	1	1	0	1	1	0	0
hondenbont	dog	0	-1	1	1	0	1	1	-1	1
tegenstrijdigs	think	0	0	1	1	1	1	1	1	0
inflatiecorrectie	account	0	0	0	0	0	1	1	0	0
bouwprojecten	project	0	0	1	1	1	1	1	0	1
onteren	be	0	1	0	0	0	0	1	0	1
artiest	be	0	1	0	0	0	0	1	0	1
onderwijskansen	help	1	1	0	1	0	1	1	1	0
toekenningscriteria	allocate	0	1	1	1	1	1	1	0	1
tegenstrijdige	conflict	0	0	0	-1	0	1	1	0	0
deontologische	practice	0	0	1	1	0	0	1	0	0
verscherpte	increase	1	1	0	1	0	1	1	0	1
speculatiebestrijding	depend	0	0	0	0	1	0	1	0	0
rekensommetje	be	0	1	0	0	0	0	1	0	1
geblameerd	expose	0	0	0	0	0	1	0	0	0
associeer	be	0	1	0	0	0	0	1	0	1
gardes	be	0	1	0	0	0	0	1	0	1
monitoringproces	monitor	0	1	1	1	1	0	1	0	0
terrorismedreiging	risk	-1	0	-1	0	-1	0	1	0	-1
stopzet	stop	0	0	0	-1	1	1	1	-1	0
oestrogenen	look	0	1	1	0	0	0	1	0	1
vluchtelingenstroom	flow	0	0	0	0	0	0	1	0	0
inflatieontwikkeling	do	1	1	1	0	0	1	1	0	1
opleidingsvergoeding	be	0	1	0	0	0	0	1	0	1
serieusheid	tighten	0	0	0	0	0	1	1	0	0
adolescentie	report	0	0	-1	1	0	0	1	0	-1
dubbelmonarchie	down	0	0	0	0	0	0	1	0	0
genoteerde	list	0	0	0	1	0	0	1	0	1
nettobetalingspositie	net	0	0	1	0	0	1	1	0	1
MOX-productie-eenheid	process	0	0	1	1	1	1	1	0	0
chocoladerepen	bar	0	0	-1	-1	1	1	1	0	0
Seattle	go	0	0	0	0	0	0	1	0	0
CSP-regeling	fund	1	1	1	1	1	1	1	0	1
bananenmarktordening	market	0	0	0	1	1	1	1	0	1
ziekteverloop	involve	0	0	0	0	1	1	1	0	0
vervoersautoriteiten	transport	0	1	0	1	1	1	1	0	0
levensmiddelenaanbod	supply	0	0	1	1	1	1	1	0	1
eenvoudigste	act	0	0	0	0	0	0	1	0	0
hedgefonds	fund	1	1	1	1	1	1	1	0	1
bijgepraat	update	0	1	0	1	1	1	1	0	1
acceptabel	accept	1	1	1	1	1	1	1	0	1
EU-beleid	level	0	1	1	1	1	0	1	0	1
index	cost	0	-1	0	0	0	0	1	-1	0
verslag-Muscat	report	0	0	-1	1	0	0	1	0	-1
gerestaureerde	renovate	1	1	1	1	1	1	1	0	1
firma	have	1	1	1	0	0	1	1	0	1
deelverslagen	report	0	0	-1	1	0	0	1	0	-1
mannelijke	lie	0	0	0	0	0	1	1	0	0
ontketende	unleash	0	0	1	1	0	1	1	0	1
conformiteitscontroleprocedure	meet	0	1	1	1	1	1	1	0	1
tegenstrijdig	conflict	0	0	0	-1	0	1	1	0	0
exportkansen	export	0	0	1	0	1	1	1	0	1
schadeacties	claim	1	1	1	0	1	1	1	0	1
-project	project	0	0	1	1	1	1	1	0	1
gewaarmerkte	certify	1	1	1	1	1	1	1	0	1
pensioenkwesties	highlight	1	1	1	1	0	1	1	0	1
landbouwpraktijken	practice	0	0	1	1	0	0	1	0	0
eigenmiddelensysteem	own	0	1	1	1	1	1	1	0	1
overstromingskaarten	map	0	0	0	0	0	1	1	0	1
paard	name	0	1	1	1	1	1	1	0	1
slogans	need	0	1	1	0	0	1	1	0	0
bevrijdingsproces	process	0	0	1	1	1	1	1	0	0
niet-Afrikaanse	force	0	0	0	-1	0	1	0	-1	0
apotheose	claim	1	1	1	0	1	1	1	0	1
kostenvoordeel	cost	0	-1	0	0	0	0	1	-1	0
rechtsinstrument	provide	1	1	1	1	1	1	1	0	1
hoofdgebouw	be	0	1	0	0	0	0	1	0	1
Cotonou	have	1	1	1	0	0	1	1	0	1
geringschattend	be	0	1	0	0	0	0	1	0	1
opstelling	draw	0	0	1	1	1	1	0	0	0
uitkiest	select	0	0	1	1	0	1	1	1	1
potentiële	can	0	0	0	0	0	1	1	0	1
optornen	face	0	0	0	0	1	1	1	0	1
micro-ondernemers	do	1	1	1	0	0	1	1	0	1
volkerenmoord	commit	-1	-1	0	0	-1	0	1	0	-1
luchtvaartnavigatie	air	0	0	0	-1	0	1	0	0	0
hieraan	be	0	1	0	0	0	0	1	0	1
gehandhaafd	maintain	1	0	1	1	0	1	1	0	1
afluisterapparatuur	conform	0	0	0	1	0	1	1	0	0
jaarrekeningenrichtlijnen	account	0	0	0	0	0	1	1	0	0
medegevangenen	experience	0	1	-1	0	-1	0	1	0	-1
reductiekosten	cost	0	-1	0	0	0	0	1	-1	0
staatsorgaan	state	0	1	1	1	0	1	1	0	0
overzicht	list	0	0	0	1	0	0	1	0	1
piekinstallaties	power	1	0	0	0	0	0	1	0	1
schepselen	live	1	1	1	1	1	1	1	0	1
rechtshandelingen	act	0	0	0	0	0	0	1	0	0
strafgerechtshof	court	1	1	1	1	1	1	1	1	1
eigendomsgarantie	forbid	0	-1	-1	-1	1	1	1	0	0
aanvangs-	abandon	0	-1	-1	-1	-1	0	1	-1	-1
pijnpunten	point	0	0	0	0	1	0	1	0	0
ministers	meet	0	1	1	1	1	1	1	0	1
tweefaseplan	approach	0	1	1	0	1	1	1	0	1
EU-markten	market	0	0	0	1	1	1	1	0	1
geapplaudisseerd	applaud	1	1	1	1	1	1	1	1	1
geworpen	cast	0	0	0	0	0	0	1	0	0
totstandkomen	be	0	1	0	0	0	0	1	0	1
inbedden	be	0	1	0	0	0	0	1	0	1
vissenlarven	decline	0	0	-1	-1	0	1	1	0	0
Landbouwbond	be	0	1	0	0	0	0	1	0	1
toegeeflijker	represent	0	1	0	1	0	1	1	0	0
sportideaal	sport	1	0	1	1	1	1	1	0	1
inhoudloos	be	0	1	0	0	0	0	1	0	1
één-loketten	single	0	0	0	-1	0	0	1	0	0
drugsdossier	fail	0	0	-1	-1	-1	0	1	-1	-1
onbeladen	empty	0	0	0	1	0	0	1	0	0
ruimste	enjoy	1	1	1	1	1	1	1	1	1
marktsignalen	market	0	0	0	1	1	1	1	0	1
IP-adressen	address	1	1	0	1	1	1	1	0	1
euroambtenaren	appropriate	0	1	1	1	1	1	1	0	1
stuurmiddelen	control	1	0	1	0	1	1	1	0	1
rundvleesproducenten	experience	0	1	-1	0	-1	0	1	0	-1
verwachtte	expect	0	1	1	1	0	0	1	0	1
sectororganisaties	launch	1	1	1	1	1	1	1	0	1
scheepsruimen	hold	0	1	1	1	1	1	1	0	1
opladers	plug	0	0	0	1	1	1	1	0	1
aquacultuur	farm	0	1	1	1	1	1	1	0	1
opop	claim	1	1	1	0	1	1	1	0	1
waardeerden	respect	1	1	1	1	0	1	1	1	1
doventolken	sign	0	0	1	1	1	1	1	0	1
bevindende	begin	1	1	1	1	0	1	1	0	1
milieuvriendelijk	respect	1	1	1	1	0	1	1	1	1
high	press	0	1	0	-1	0	1	1	-1	0
afgehaakt	opt	1	1	1	0	1	1	1	0	1
schrappen.Want	like	1	1	1	1	0	1	1	1	1
melkquotaverhoging	increase	1	1	0	1	0	1	1	0	1
sanctiestelsels	sanction	0	-1	-1	-1	0	1	1	0	1
MKB's	stake	0	1	1	1	1	1	1	0	1
gecorrumpeerde	corrupt	1	-1	0	-1	0	1	0	-1	0
overgaf	relinquish	0	1	1	1	-1	1	1	0	-1
omgaan	deal	0	0	0	0	0	0	0	0	0
kustwachten	be	0	1	0	0	0	0	1	0	1
blocks	field	0	0	1	1	1	1	1	0	0
ISAF	extend	0	1	1	1	1	1	1	0	1
buffers	stone	0	0	0	-1	0	1	1	0	1
gefocaliseerd	be	0	1	0	0	0	0	1	0	1
tegengestribbeld	be	0	1	0	0	0	0	1	0	1
laagopgeleiden	be	0	1	0	0	0	0	1	0	1
luchtaanval	air	0	0	0	-1	0	1	0	0	0
koolmonoxidegehaltes	level	0	1	1	1	1	0	1	0	1
geopperde	put	1	1	1	0	1	1	1	0	1
tijdsspanne	time	0	0	1	0	1	0	1	0	1
consumptiecrisis	be	0	1	0	0	0	0	1	0	1
uitvoeringsvoorschriften	rule	1	1	1	1	1	1	1	0	1
evaluatiepanel	down	0	0	0	0	0	0	1	0	0
bepalen	determine	0	0	0	0	0	0	1	0	1
convergentiefase	stage	0	1	1	1	1	0	1	0	1
kennisvergaring	gather	0	0	0	1	1	1	1	0	0
Dell'Alba	comment	0	0	0	0	0	1	1	0	1
omhaal,	further	1	1	1	1	0	1	1	0	1
groeiproblemen	term	1	1	0	1	1	1	0	0	0
afvalstrategie	waste	0	-1	0	-1	-1	1	1	0	-1
akkerbouwgrond	land	0	0	1	0	0	1	1	0	1
mobieltjes	phone	0	0	1	0	0	1	1	0	1
scheepvaartsector	ship	1	0	1	1	0	1	1	0	1
ziekten	be	0	1	0	0	0	0	1	0	1
vleesmarkten	market	0	0	0	1	1	1	1	0	1
pull-systeem	pull	0	0	0	0	0	0	1	0	0
zagerijen	grant	0	0	1	1	0	1	1	0	1
consumptieprijzen	price	0	0	1	1	1	0	1	0	1
filminstituten	institute	1	1	1	1	1	1	1	0	1
aangifte	report	0	0	-1	1	0	0	1	0	-1
Sheba-boerderijen	farm	0	1	1	1	1	1	1	0	1
succesvolle	succeed	0	1	1	0	1	1	1	0	1
marktprioriteiten	increase	1	1	0	1	0	1	1	0	1
tegengestelde	conflict	0	0	0	-1	0	1	1	0	0
bedrog	cheat	0	-1	0	-1	0	1	1	-1	1
comply	comply	0	0	0	1	1	1	1	0	1
bankgeheim	draft	1	1	1	1	1	1	1	0	1
raffineren	preserve	1	1	1	1	0	1	1	0	1
hobby	enjoy	1	1	1	1	1	1	1	1	1
toegangspoorten	point	0	0	0	0	1	0	1	0	0
voortgegaan	continue	1	1	1	1	1	0	1	0	1
zwaveldioxide	adopt	1	1	1	1	1	1	1	0	1
werkbaar	work	1	1	1	1	0	1	1	0	1
spoedprocedure	accelerate	0	0	0	1	0	1	0	0	0
thematelevisies	opt	1	1	1	0	1	1	1	0	1
rechtsvorderingen	make	0	0	0	1	0	0	1	0	0
langetermijnleningen	lend	1	1	1	1	1	1	1	0	1
corrumpeert	corrupt	1	-1	0	-1	0	1	0	-1	0
geneugten	sort	0	0	0	1	0	1	1	0	0
beloofd	promise	1	1	1	1	1	1	1	0	1
jachthaven	have	1	1	1	0	0	1	1	0	1
slavenhandelaren	do	1	1	1	0	0	1	1	0	1
intelligent	word	0	1	0	0	0	0	1	0	0
worst-case-scenario	be	0	1	0	0	0	0	1	0	1
exportkredietverzekeringen	credit	1	0	1	1	1	1	1	1	1
belooft	promise	1	1	1	1	1	1	1	0	1
Pietje	do	1	1	1	0	0	1	1	0	1
bezorgdheden	concern	1	-1	0	-1	0	1	1	-1	0
Kato	be	0	1	0	0	0	0	1	0	1
gedenkt	remember	1	1	1	1	1	1	1	1	1
onafzienbare	farm	0	1	1	1	1	1	1	0	1
wanden	piece	0	0	0	0	1	0	1	0	1
wandel	conduct	0	0	1	1	0	1	1	0	1
judiciële	field	0	0	1	1	1	1	1	0	0
kerstman	resolve	-1	1	0	0	1	-1	1	0	1
defensiebegrotingen	remain	0	0	0	0	0	0	1	0	0
bewaarmethode	store	1	1	1	1	1	1	1	0	1
intergouvernementeel	approach	0	1	1	0	1	1	1	0	1
beginnen	start	1	1	1	1	1	1	1	0	1
waterprijs	price	0	0	1	1	1	0	1	0	1
-vrouwen	be	0	1	0	0	0	0	1	0	1
verdelingskosten	mail	0	1	1	1	1	1	1	-1	1
afbranden	burn	0	-1	-1	-1	0	1	1	-1	0
modellering	model	0	0	0	1	1	1	1	0	1
Haderer	be	0	1	0	0	0	0	1	0	1
IRELA	regard	1	1	1	1	1	1	1	1	1
ondersteuners	support	1	1	1	1	0	1	1	1	1
opruimingskosten	cost	0	-1	0	0	0	0	1	-1	0
stimuleringspakketten	package	0	0	0	1	1	0	1	0	1
handhavingsmechanisme	do	1	1	1	0	0	1	1	0	1
radicaliseren	be	0	1	0	0	0	0	1	0	1
vluchtte	flee	-1	0	-1	0	0	1	1	0	0
belastingsysteem	tax	0	0	1	1	1	0	1	0	1
proportioneel	be	0	1	0	0	0	0	1	0	1
moederschapsbescherming	limit	0	0	0	-1	0	1	1	0	0
bevruchting	threaten	0	-1	-1	-1	0	1	1	-1	-1
Albanese	encourage	1	1	1	1	0	1	1	1	1
gokmonopolies	gamble	0	0	1	0	0	1	1	0	1
Freddy	intend	0	0	0	1	0	1	1	0	1
legerstructuren	create	1	1	0	1	1	1	1	0	0
machismo	be	0	1	0	0	0	0	1	0	1
plenaire	sit	0	0	0	0	0	0	0	0	0
machisme	prevail	1	1	0	0	0	1	1	0	0
verslag-Giovanni	do	1	1	1	0	0	1	1	0	1
kernafvalprobleem	waste	0	-1	0	-1	-1	1	1	0	-1
weggebruikers	respect	1	1	1	1	0	1	1	1	1
immigreren	immigrate	0	1	1	0	1	1	1	0	1
penetratie	penetrate	0	0	0	0	1	1	1	0	0
machtspretendenten	be	0	1	0	0	0	0	1	0	1
onderzoekspotentieel	research	0	-1	1	1	1	1	1	0	1
blusoperaties	charter	1	1	1	1	1	1	1	1	1
substantiëler	thank	1	1	1	1	1	1	1	1	1
zolder	deny	0	0	-1	-1	0	1	1	0	-1
gemankeerde	fail	0	0	-1	-1	-1	0	1	-1	-1
hagen	be	0	1	0	0	0	0	1	0	1
alarmerend	alarm	0	0	0	-1	0	1	1	-1	0
oorlogsvoering	wage	0	1	1	1	1	1	1	0	1
prefecten	be	0	1	0	0	0	0	1	0	1
boekhoudkundig	account	0	0	0	0	0	1	1	0	0
kasreserves	cash	0	0	0	0	1	1	1	0	1
cultuuromslag	change	0	1	0	1	0	1	1	0	1
ontwikkelden	develop	0	1	0	1	0	0	1	0	0
energiecommissie	stress	0	0	1	1	0	1	1	0	0
450	down	0	0	0	0	0	0	1	0	0
453	be	0	1	0	0	0	0	1	0	1
455	manufacture	1	1	1	1	1	1	1	0	1
spaart	save	1	1	1	1	0	1	1	1	1
1,10	figure	0	0	0	0	0	0	0	0	0
homo's	staff	1	1	1	1	1	1	1	0	1
1,14	resolve	-1	1	0	0	1	-1	1	0	1
1,15	do	1	1	1	0	0	1	1	0	1
telefoontje	call	0	0	1	1	0	1	1	0	1
1,18	end	0	1	0	0	1	0	1	0	0
45%	earn	1	1	1	0	1	1	1	0	1
spermakwaliteit	count	0	0	1	1	1	1	1	0	1
papaverplantages	be	0	1	0	0	0	0	1	0	1
nachtdiensten	work	1	1	1	1	0	1	1	0	1
acceptabele	accept	1	1	1	1	1	1	1	0	1
Fabre-Aubrespy	wish	1	1	1	1	1	1	1	1	1
klimaatwetenschappers	be	0	1	0	0	0	0	1	0	1
Bosman-arrest	rule	1	1	1	1	1	1	1	0	1
vangsttechnieken	measure	0	1	0	0	0	0	1	0	1
startfase	phase	0	0	0	1	1	0	1	0	0
Pelosi	unite	1	1	0	1	0	1	1	1	0
aanheffen	sing	1	1	0	1	1	1	1	0	1
leefomgevingen	employ	1	1	1	1	1	1	1	0	1
spoorwegstation	station	0	0	0	0	1	0	1	0	0
ingingen	respond	0	1	0	0	0	1	1	0	1
routinekwestie	matter	0	0	0	-1	0	1	1	0	0
ontwaarding	value	1	1	1	1	0	1	1	1	1
oorlogsverliezen	claim	1	1	1	0	1	1	1	0	1
computerterrorisme	form	1	1	1	1	1	1	1	0	1
begrotingsprocedure	process	0	0	1	1	1	1	1	0	0
spaar-	save	1	1	1	1	0	1	1	1	1
watertechnologie	water	0	-1	0	-1	0	1	1	0	1
standpunten,	go	0	0	0	0	0	0	1	0	0
kernproeven	test	0	1	1	0	1	1	1	0	1
McGreevy	do	1	1	1	0	0	1	1	0	1
daarbijbehorende	associate	0	0	0	0	0	0	1	0	0
Ecodesign	press	0	1	0	-1	0	1	1	-1	0
vormden	be	0	1	0	0	0	0	1	0	1
steen	stone	0	0	0	-1	0	1	1	0	1
steek	abandon	0	-1	-1	-1	-1	0	1	-1	-1
steeg	rise	1	1	0	1	0	1	1	0	0
geambieerde	obstruct	0	0	-1	-1	0	1	0	0	0
gezondheidscontrole	check	0	0	0	0	1	1	1	0	1
Noord-Cyprus	proceed	0	0	0	0	1	1	0	0	1
schriftelijk.-(EN)	write	1	1	1	1	1	1	1	0	1
verbindingsnetwerk	connect	0	1	0	1	1	0	1	0	0
níet	do	1	1	1	0	0	1	1	0	1
succesrijke	mean	0	0	0	0	0	-1	0	0	0
contributie	make	0	0	0	1	0	0	1	0	0
muis	produce	1	1	1	1	0	1	1	0	1
virusinfectie	diagnose	0	1	0	1	0	1	1	0	0
agendapunt	point	0	0	0	0	1	0	1	0	0
legaliseringsproces	process	0	0	1	1	1	1	1	0	0
opleidingskwaliteit	alienate	1	-1	0	-1	0	1	0	-1	1
INTERREG	appropriate	0	1	1	1	1	1	1	0	1
patiëntenrecht	go	0	0	0	0	0	0	1	0	0
nikkel-metaalhydride-batterijen	note	0	0	0	0	0	0	1	0	0
heft	have	1	1	1	0	0	1	1	0	1
onderaan	down	0	0	0	0	0	0	1	0	0
reproductiehandelingen	act	0	0	0	0	0	0	1	0	0
crisisbeheersingsbeleid	be	0	1	0	0	0	0	1	0	1
afluistervolmachten	be	0	1	0	0	0	0	1	0	1
fatalisme	do	1	1	1	0	0	1	1	0	1
eurostaking	suffer	-1	1	-1	0	-1	-1	1	0	-1
UNPREDEP	force	0	0	0	-1	0	1	0	-1	0
soap	give	0	1	1	0	0	0	1	0	1
Serviërs	live	1	1	1	1	1	1	1	0	1
Albanezen	live	1	1	1	1	1	1	1	0	1
loons-	wage	0	1	1	1	1	1	1	0	1
niet-EU-staten	state	0	1	1	1	0	1	1	0	0
prestigestrijd	battle	0	0	0	-1	1	1	1	0	0
Ledenbar	go	0	0	0	0	0	0	1	0	0
orgaanvlees	do	1	1	1	0	0	1	1	0	1
Labour-ongein	joke	0	0	0	0	0	0	1	0	0
wetsconflicten	conflict	0	0	0	-1	0	1	1	0	0
onderzoeksfase	stage	0	1	1	1	1	0	1	0	1
onderzoeksrapporten	report	0	0	-1	1	0	0	1	0	-1
langoustinebestanden	restore	1	1	1	1	0	1	1	1	1
Pericles-programma	merit	1	1	1	1	1	1	1	0	1
gegronde	justify	0	0	1	1	1	1	1	0	1
euroscepticisme	equal	1	1	0	1	0	1	1	0	1
uitzonderingstoestand	state	0	1	1	1	0	1	1	0	0
niveau's	level	0	1	1	1	1	0	1	0	1
databanken	base	0	1	1	1	1	1	1	0	1
sanctiebevoegdheden	power	1	0	0	0	0	0	1	0	1
cultuurlandschap	cultivate	1	1	1	1	1	1	1	0	1
langetermijnrente	rate	0	1	0	1	0	0	1	0	0
geërodeerd	be	0	1	0	0	0	0	1	0	1
voetbalscheidsrechter	prevent	0	0	0	-1	0	1	1	-1	0
vastmaken	measure	0	1	0	0	0	0	1	0	1
asylum	desire	1	1	1	1	0	1	1	1	1
boycotactie	campaign	0	0	1	1	1	1	1	-1	1
uitroeping	proclaim	1	1	1	1	1	1	1	0	1
moleculen	manufacture	1	1	1	1	1	1	1	0	1
Gotovina	hand	1	1	0	1	1	1	1	0	1
Athos	enter	1	1	1	0	1	1	1	0	1
sluiting	close	0	1	1	0	0	1	1	0	1
partijorganisaties	remind	1	1	1	1	0	1	1	0	0
spreidingsregels	oblige	1	1	1	1	0	1	1	1	0
VS-burgers	deploy	0	0	0	0	1	1	1	0	1
planten	plant	1	1	1	1	1	1	1	0	1
OTO-samenwerking	emerge	1	1	0	0	0	1	1	0	1
hope	hope	1	1	1	1	0	0	1	0	1
pogroms	piece	0	0	0	0	1	0	1	0	1
boekhouder	account	0	0	0	0	0	1	1	0	0
basispijlers	own	0	1	1	1	1	1	1	0	1
volksvijandig	root	1	0	1	1	1	1	1	0	0
dienstenovereenkomsten	shut	1	0	0	0	0	0	1	0	0
gedragsvormen	form	1	1	1	1	1	1	1	0	1
vlasverwerkende	process	0	0	1	1	1	1	1	0	0
dereguleringsgolf	consider	1	1	1	1	1	1	1	0	1
tabakswaren	represent	0	1	0	1	0	1	1	0	0
voorlichtingsdiensten	give	0	1	1	0	0	0	1	0	1
River	do	1	1	1	0	0	1	1	0	1
staatsondernemingen	go	0	0	0	0	0	0	1	0	0
boekhouden	account	0	0	0	0	0	1	1	0	0
klapper	be	0	1	0	0	0	0	1	0	1
luchtverkeersstroom	flow	0	0	0	0	0	0	1	0	0
btw-systeem	make	0	0	0	1	0	0	1	0	0
Milošević	term	1	1	0	1	1	1	0	0	0
reikt	go	0	0	0	0	0	0	1	0	0
transplantatiesystemen	transplant	0	1	0	1	0	1	1	0	1
hervormingsplannen	reform	1	1	0	1	0	1	1	0	1
schietpartijen	shoot	0	0	0	-1	0	-1	1	-1	0
werkloosheidsniveau	level	0	1	1	1	1	0	1	0	1
stijf	stand	0	1	1	0	1	0	1	0	0
secondair	issue	0	0	0	1	0	1	1	0	0
stijl	form	1	1	1	1	1	1	1	0	1
terugvloeien	back	1	1	1	1	1	1	1	1	1
emissiemaxima	target	0	0	0	1	0	0	0	0	0
vissers	be	0	1	0	0	0	0	1	0	1
Manders	be	0	1	0	0	0	0	1	0	1
uitstapjes	buy	1	1	1	1	1	1	1	0	1
beoordelingskader	score	1	1	1	0	1	1	1	0	1
behandelcombinatie	destroy	0	-1	-1	-1	0	1	0	-1	0
langademig	term	1	1	0	1	1	1	0	0	0
verdubbelde	redouble	0	0	0	-1	0	1	1	0	0
verhindert	prevent	0	0	0	-1	0	1	1	-1	0
procureurs	stage	0	1	1	1	1	0	1	0	1
accountingkader	initiate	1	1	1	1	1	1	1	0	1
verhinderd	prevent	0	0	0	-1	0	1	1	-1	0
ergerlijke	infuriate	0	-1	0	-1	0	1	0	-1	0
Jean-Pierre	quote	1	1	1	1	1	1	1	0	0
gunningsfase	award	1	1	1	1	0	1	1	0	1
Forum	own	0	1	1	1	1	1	1	0	1
zoogdieren	represent	0	1	0	1	0	1	1	0	0
branddekking	fire	0	0	1	0	1	0	1	0	1
Stoiber	group	0	0	0	1	1	0	1	0	1
fenomeen	be	0	1	0	0	0	0	1	0	1
informationele	choose	1	1	1	1	1	1	1	1	1
veiligheidsafstand	distance	0	0	0	0	0	1	1	0	0
onderhouds-	own	0	1	1	1	1	1	1	0	1
vechtpartij	be	0	1	0	0	0	0	1	0	1
doormaakte	go	0	0	0	0	0	0	1	0	0
druk	pressure	0	0	0	-1	0	0	1	-1	0
inconsistente	be	0	1	0	0	0	0	1	0	1
-opleiding	train	1	1	1	1	1	1	1	1	1
vrijhandels-	free	1	1	1	1	1	1	1	1	1
verdragsproces	process	0	0	1	1	1	1	1	0	0
drug	control	1	0	1	0	1	1	1	0	1
vreselijk	shock	0	0	0	-1	0	1	-1	-1	0
bevorderingssystemen	notice	1	1	1	0	1	1	1	0	0
liquider	be	0	1	0	0	0	0	1	0	1
drup	fire	0	0	1	0	1	0	1	0	1
inblaast	breathe	0	1	0	0	1	1	1	0	1
beroepsrecht	stand	0	1	1	0	1	0	1	0	0
botten	sound	1	0	0	1	0	1	0	0	0
ondergeschikten	work	1	1	1	1	0	1	1	0	1
versneden	blend	0	0	0	0	1	1	1	0	1
Guinea	arise	0	0	0	0	0	1	1	0	0
loonpeil	wage	0	1	1	1	1	1	1	0	1
beursmarkten	market	0	0	0	1	1	1	1	0	1
Guinee	make	0	0	0	1	0	0	1	0	0
Afghaans	play	1	1	1	1	1	1	1	0	1
minachtend	be	0	1	0	0	0	0	1	0	1
Royaumont-proces	process	0	0	1	1	1	1	1	0	0
zèlf	make	0	0	0	1	0	0	1	0	0
uitsluitingen	put	1	1	1	0	1	1	1	0	1
cv	level	0	1	1	1	1	0	1	0	1
boekwinkels	make	0	0	0	1	0	0	1	0	0
projectleider	project	0	0	1	1	1	1	1	0	1
nadacht	think	0	0	1	1	1	1	1	1	0
consumptiebehoeften	need	0	1	1	0	0	1	1	0	0
Oost-Berlijn	remind	1	1	1	1	0	1	1	0	0
equipe	team	0	0	0	1	1	0	1	0	1
aftakelen	bring	0	0	1	1	0	0	1	0	0
consequentie	result	0	0	0	0	1	0	1	0	0
Gem	down	0	0	0	0	0	0	1	0	0
concentraat	concentrate	0	0	0	0	1	1	0	0	0
crisisregio	locate	0	1	0	1	1	1	1	0	0
MiddenOosten	speak	1	1	1	1	1	1	1	0	1
Baggioni	consider	1	1	1	1	1	1	1	0	1
medewerksters	help	1	1	0	1	0	1	1	1	0
lekkage	be	0	1	0	0	0	0	1	0	1
massaproductie	mass	0	0	0	1	0	0	1	0	0
Roque	join	1	1	1	1	1	1	1	1	1
taalvaardigheden	represent	0	1	0	1	0	1	1	0	0
